"","id_numeric","chinook_hab","chinook_km","chum_hab","chum_km","coho_hab","coho_km","pink_hab","pink_km","sockeye_hab","sockeye_km"
"49",19030306,0.0525091064707915,285.418009533,0.0541945461236709,294.579369595,0.0864145084889717,469.713896606,0.0521418648486718,283.421834396,0.092836505206772,504.621242086
"50",19030404,0.113050211452609,1873.43794754,0.0675962227140111,1120.18657122,0.16702917785571,2767.96297964,0.0331017169441198,548.552823166,0.0612655536810367,1015.27641274
"51",19030405,0.0731904236290736,1789.12815328,0.0610659319635438,1492.74690137,0.0937602021089455,2291.95308529,0.00340543311272267,83.2452656233,0.0355420573716603,868.819885391
"52",19030501,0.117647865021025,1907.25890599,0.0775469548132325,1257.15940679,0.140794220207719,2282.4981172,0.0223645877005699,362.565517556,0.0393840579690587,638.478184896
"53",19030502,0.0490444437567746,3172.01881594,0.0401676002445436,2597.89639778,0.0530002732035905,3427.86768437,0.0297951384074787,1927.04274761,0.0310530008531048,2008.39678162
"54",19030503,0.00287182553475078,22.741220132,0.0417598100292528,330.684793019,0.0213640545380733,169.176247402,0.010107557383193,80.0390499585,0.00126458011722966,10.0138725255
"55",19050102,0.0845471327192671,1276.26755834,0.0590630940436173,891.577377004,0.0785566672067978,1185.83945573,0.0503602640621598,760.205215538,0.0113674405541334,171.595359109
"56",19050104,0.0461756559167767,681.18967072,0.0686930140948985,1013.36885688,0.057745937197796,851.876062488,0.0692762615568681,1021.97300421,0.0167135532346516,246.560651894
"57",19050105,0.0142855568714438,183.128164623,0.0356079482407503,456.46230427,0.0232579608111124,298.14642261,0.0448171433409079,574.516014848,0.0217222509771443,278.459985055
"58",19050403,0.024977015748855,312.327629855,0.0386775726885433,483.647635403,0.0209761307151532,262.29815666,0.0228539643817874,285.779718439,0.0206788022360294,258.580182499
"59",19050404,0.0273288830187947,211.503002672,0.0229084899189973,177.292807804,0.0130217010025757,100.777220205,0.0140127344111502,108.447000983,0.0311180889815228,240.828329957
"60",19090109,0.0794841711200252,646.84470191,0.0725682481723113,590.562701928,0.0159424809076286,129.740414539,0.005113608390725,41.6147070363,0.0164234105005909,133.654234798
"61",19090205,0.066054970382142,1004.03806106,0.0785803230180731,1194.42389731,0.0188891044239858,287.115105363,0.0184260763659736,280.077061278,0.0188891044239858,287.115105363
"62",19090301,0.123834933194111,1235.7612727,0.115390316399626,1151.49159105,0.110448915427164,1102.18085298,0.0528553914502195,527.449275603,0.0330290908187346,329.600624424
"63",19090303,0.0337948315170558,849.146625301,0.0632483079434955,1589.21009028,0.0777648125759294,1953.95938378,0.0174613740998961,438.743625118,0.0258430176477899,649.345187951
"64",19090304,0.105487362896723,1773.61296228,0.102442420816292,1722.41679437,0.0855079157679803,1437.68830331,0.0396859384248166,667.259971978,0.022683923058912,381.396395434
"65",19090305,0.0691503005945517,2667.15279853,0.0627139625206625,2418.9008465,0.033635387429874,1297.32939614,0.0484216433192339,1867.64078215,0.0228554489538117,881.543161992
